,Data,Positivi,Positivi (previsione scenario 1),Positivi (previsione scenario 2),Ospedalizzati,Ospedalizzati (previsione scenario 1),Ospedalizzati (previsione scenario 2),Terapia Intensiva,Terapia Intensiva (previsione scenario 1),Terapia Intensiva (previsione scenario 2),Decessi giornalieri,Decessi giornalieri (previsione scenario 1),Decessi giornalieri (previsione scenario 2)
319,2021-08-21,,-66.65474009279967,386.49514360911263,,-5.1866115594453595,30.07438295793555,,-0.5870943140834316,3.4042455332937545,,-0.10909173526974635,0.6325645532627707
320,2021-08-22,,-65.35451969331005,374.7982682411795,,-5.085444374711237,29.164252967093983,,-0.5756431653712899,3.301226334742927,,-0.10696393209937963,0.6134219439335633
321,2021-08-23,,-64.06839264616146,363.4534050114018,,-4.98537333965178,28.281510440828306,,-0.5643160657092551,3.2013070269674553,,-0.10485918121133003,0.5948553550960496
322,2021-08-24,,-62.79681675007969,352.4500305419601,,-4.886434102050747,27.42533678678665,,-0.5531170525254421,3.104394970078218,,-0.10277822960135533,0.5768475543308538
323,2021-08-25,,-61.54020512538195,341.777933383041,,-4.788658832164405,26.594937667157133,,-0.5420497692454882,3.0104002667203877,,-0.10072175564740325,0.5593818451164524
324,2021-08-26,,-60.29892865491271,331.42720498095883,,-4.6920764127001,25.78954229714298,,-0.5311174856047801,2.919235676273754,,-0.09869036817448221,0.5424420236352832
325,2021-08-27,,-59.073318244902914,321.38823052244686,,-4.596712614764357,25.008402733611405,,-0.5203231198859019,2.830816547443192,,-0.0966846115538385,0.5260123715620022
326,2021-08-28,,-57.86366726961586,311.65168161003623,,-4.502590288086772,24.250793306011207,,-0.5096692606128165,2.745060754528678,,-0.09470495648786895,0.5100775726627327
327,2021-08-29,,-56.67023343315737,302.2085065404249,,-4.409729505927391,23.51600986089875,,-0.49915818112763854,2.6618886019579606,,-0.09275182834033627,0.49462283501423665
328,2021-08-30,,-55.49324070066127,293.049921782259,,-4.318147715372956,22.80336909967498,,-0.48879185701955424,2.5812227517950417,,-0.09082560074590151,0.479633823117055
329,2021-08-31,,-54.33288136300268,284.16740489516286,,-4.227859898005586,22.11220802831686,,-0.4785719851363948,2.5029881659164066,,-0.08892658746410163,0.465096585197188
330,2021-09-01,,-53.18931783237421,275.5526866968148,,-4.138878709646204,21.441883348635344,,-0.46849999917906826,2.427112035880858,,-0.08705505483434539,0.4509975917672273
331,2021-09-02,,-52.06268455760782,267.1977447130119,,-4.05121462940169,20.791770949243375,,-0.45857708630742894,2.3535237239414317,,-0.0852112147585722,0.43732367243862247
332,2021-09-03,,-50.95308927549677,259.09479383226454,,-3.964876057087455,20.161265179176723,,-0.44880419817706196,2.282154680926497,,-0.08339525559078906,0.4240621493440122
333,2021-09-04,,-49.860614861434755,251.2362806992164,,-3.879869457232375,19.549778412128873,,-0.4391820674061511,2.2129383978025605,,-0.0816073115155567,0.41120065366239295
334,2021-09-05,,-48.78532088448411,243.61487713242377,,-3.7961994801041588,18.956740534833223,,-0.42971122123852556,2.145810347590464,,-0.07984747597002427,0.39872717233593574
335,2021-09-06,,-47.72724496754013,236.22347311738258,,-3.713869067577062,18.381598402399575,,-0.4203919934827516,2.080707923509416,,-0.07811581009849909,0.3866300679914654
336,2021-09-07,,-46.6864039783945,229.05516951899799,,-3.6328795458459675,17.823815271806772,,-0.4112245350028191,2.0175703748575806,,-0.07641234975308184,0.37489809097605764
337,2021-09-08,,-45.66279541649553,222.10327229630812,,-3.5532307333482094,17.282870352158902,,-0.4022088259668041,1.9563387562867574,,-0.07473709485592557,0.3635203052729485
338,2021-09-09,,-44.65639932564753,215.36128971420837,,-3.4749210895859437,16.758258588003155,,-0.39334469268551925,1.8969559032570757,,-0.0730899827654008,0.3524859413487371
339,2021-09-10,,-43.66717886696073,208.8229234469937,,-3.3979477597680066,16.249489967665156,,-0.38463181266996366,1.8393663537817777,,-0.07147095291236184,0.34178469312553067
340,2021-09-11,,-42.69508006605004,202.48205636114741,,-3.3223065552573448,15.756088573436026,,-0.37606971241887155,1.783516240932612,,-0.069879985781014,0.33140687867403035
341,2021-09-12,,-41.740034743607374,196.3327560162272,,-3.247992181486828,15.277592853660256,,-0.3676577932100374,1.7293533236175826,,-0.0683169461321086,0.3213426725473255
342,2021-09-13,,-40.80196229813892,190.36927277518762,,-3.1749983766398486,14.813555475759522,,-0.35939534679831586,1.6768269699592968,,-0.06678163898445204,0.3115823683995987
343,2021-09-14,,-39.88076848468752,184.5860242346422,,-3.1033178168250974,14.363542115900193,,-0.3512815446939246,1.6258880203612849,,-0.06527395555051045,0.3021170453564264
344,2021-09-15,,-38.97634708206446,178.97759378488215,,-3.0329422457708675,13.927131346959325,,-0.34331545284082093,1.576488774826528,,-0.06379373047230767,0.29293787728375753
345,2021-09-16,,-38.08858125144339,173.53872794932164,,-2.9638625805222243,13.503914431596987,,-0.3354960435793018,1.528582969536989,,-0.06234075646947606,0.28403619199392854
346,2021-09-17,,-37.21734394429632,168.26432966364948,,-2.8960689432232374,13.093494799643082,,-0.3278221992471707,1.4821257177231235,,-0.06091483011981475,0.27540366856986664
347,2021-09-18,,-36.362498743662655,163.14945391682386,,-2.829550726586781,12.695487709106933,,-0.32029271959110267,1.4370734713034545,,-0.05951572970389392,0.26703222100059504
348,2021-09-19,,-35.52390066136573,158.18930349757332,,-2.7642966559702105,12.309519915535853,,-0.31290632879397234,1.393383983469291,,-0.05814321677763948,0.25891399294352163
349,2021-09-20,,-34.70139678429355,153.3792243639568,,-2.700294839675758,11.93522931189107,,-0.30566168116963266,1.3510162679330822,,-0.056797042668401285,0.25104137463967785
350,2021-09-21,,-33.894826997471384,148.7147016501522,,-2.637532825219546,11.572264617968681,,-0.29855736753256307,1.3099305637810825,,-0.05547694412323183,0.24340697164095476
351,2021-09-22,,-33.10402467442949,144.19135579667602,,-2.5759976530737068,11.220285079495536,,-0.2915919212828718,1.2700883014267363,,-0.05418264424637894,0.23600359809328803
352,2021-09-23,,-32.328817102749056,139.80493779007966,,-2.5156758898045775,10.878960097931497,,-0.2847638221584449,1.231452060717105,,-0.05291386475898326,0.22882431940985848
353,2021-09-24,,-31.56902591412829,135.55132470901722,,-2.456553661558924,10.547968884085023,,-0.2780715000265819,1.1939855317346904,,-0.051670325074042206,0.22186243664862124
354,2021-09-25,,-30.824467898711763,131.42651717649161,,-2.3986167174346944,10.227000259976123,,-0.2715133420576776,1.157653492376468,,-0.05045172289726326,0.21511139292749576
355,2021-09-26,,-30.094955709016975,127.42663652731245,,-2.34185048425702,9.91575243851646,,-0.2650876989259039,1.122421783421065,,-0.04925773917448244,0.2085647869574139
356,2021-09-27,,-29.3802980921883,123.54792018253538,,-2.2862400846515207,9.613932663662801,,-0.2587928868559021,1.088257267804306,,-0.048088060563197386,0.20221645980421457
357,2021-09-28,,-28.680300468944235,119.78671873115587,,-2.23177038210867,9.32125698347039,,-0.2526271927240295,1.0551278049350505,,-0.04694236191144447,0.19606041118541034
358,2021-09-29,,-27.994764837201746,116.13949039514172,,-2.1784259735971485,9.037449819935775,,-0.24658887322395903,1.0230022020147618,,-0.04582033862976825,0.19009092625498308
359,2021-09-30,,-27.32349063303555,112.60279972490679,,-2.126191256488652,8.762243867252232,,-0.240676162440918,0.9918502025186893,,-0.04472165937378306,0.18430236902978508
360,2021-10-01,,-26.666275064071616,109.17331424746148,,-2.075050454517686,8.495379831119436,,-0.23488727479188098,0.961642456697453,,-0.043645991358533524,0.178689281453006
361,2021-10-02,,-26.022913530850417,105.84780166229339,,-2.0249876505637356,8.236606210575193,,-0.22922040873819588,0.9323504968921708,,-0.04259299568732969,0.17324635669140845
362,2021-10-03,,-25.393199919630952,102.62312668249879,,-1.975986809464286,7.985679052360532,,-0.2236737493668385,0.9039467097282694,,-0.041562333085527654,0.16796845560842197
363,2021-10-04,,-24.776926816992347,99.49624773675211,,-1.9280317947233228,7.742361694371459,,-0.21824547028687957,0.8764043070989408,,-0.040553667276562205,0.1628506132251816
364,2021-10-05,,-24.173885839745648,96.4642143078845,,-1.8811063941845012,7.506424558611835,,-0.21293373653710004,0.8496973027365616,,-0.03956665887213314,0.15788800717396662
