,date,variable,Germany,Israel,Italy,Spain,United Kingdom,United States
1588,03-09-2021,Totale vaccinazioni,102714215.0,14067766.0,78815588.0,,91460601.0,373516809.0
1589,03-09-2021,Totale vaccinazioni ogni cento abitanti,122.42,160.05,130.56,,134.09,111.06
1594,04-09-2021,Totale vaccinazioni,102814348.0,14102177.0,79034174.0,,91630208.0,374488924.0
1595,04-09-2021,Totale vaccinazioni ogni cento abitanti,122.54,160.44,130.92,,134.34,111.35
1600,05-09-2021,Totale vaccinazioni,102874297.0,14148244.0,79176369.0,67190707.0,91725196.0,
1601,05-09-2021,Totale vaccinazioni ogni cento abitanti,122.61,160.96,131.16,143.74,134.48,
1606,06-09-2021,Totale vaccinazioni,103014592.0,,79461605.0,67385522.0,91827909.0,
1607,06-09-2021,Totale vaccinazioni ogni cento abitanti,122.78,,131.63,144.15,134.63,
1612,07-09-2021,Totale vaccinazioni,103219876.0,,79703348.0,,,375995378.0
1613,07-09-2021,Totale vaccinazioni ogni cento abitanti,123.03,,132.03,,,111.8
