,data,area,Vaccinazioni giornaliere,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area,Regione,popolazione,Totale vaccinazioni,Totale vaccinazioni ogni cento ab,Vaccinazioni giornaliere ogni cento ab
884,2021-04-19,EMR,20882,9788,11094,14611,6271,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2115394,47.44,0.47
885,2021-02-28,EMR,6823,2527,4296,4977,1846,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2122217,47.59,0.15
886,2021-04-26,EMR,27854,12911,14943,18549,9305,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2150071,48.21,0.62
887,2021-03-05,EMR,17682,5752,11930,14233,3449,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2167753,48.61,0.4
888,2021-03-03,EMR,15828,5249,10579,13352,2476,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2183581,48.96,0.35
889,2021-02-16,EMR,5768,2444,3324,5237,531,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2189349,49.09,0.13
890,2021-04-21,EMR,23919,10952,12967,14184,9735,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2213268,49.63,0.54
891,2021-01-28,EMR,10250,3339,6911,349,9901,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2223518,49.86,0.23
892,2021-05-27,EMR,36069,15835,20234,8567,27502,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2259587,50.67,0.81
893,2021-05-08,EMR,31164,14568,16596,19754,11410,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2290751,51.37,0.7
894,2021-05-01,EMR,28380,12764,15616,15611,12769,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2319131,52.0,0.64
895,2021-02-05,EMR,9316,2966,6350,1637,7679,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2328447,52.21,0.21
896,2021-04-14,EMR,27005,12824,14181,20907,6098,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2355452,52.82,0.61
897,2021-01-24,EMR,2443,885,1558,298,2145,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2357895,52.87,0.05
898,2021-01-17,EMR,2890,887,2003,2644,246,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2360785,52.94,0.06
899,2021-05-13,EMR,35485,16340,19145,27732,7753,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2396270,53.73,0.8
900,2021-03-15,EMR,13267,6090,7177,6768,6499,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2409537,54.03,0.3
901,2021-02-04,EMR,9938,3207,6731,1250,8688,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2419475,54.25,0.22
902,2021-05-22,EMR,32676,14019,18657,16745,15931,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2452151,54.99,0.73
903,2021-04-09,EMR,25505,11567,13938,19814,5691,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2477656,55.56,0.57
904,2021-02-09,EMR,4153,1248,2905,2307,1846,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2481809,55.65,0.09
905,2021-03-12,EMR,18114,7551,10563,11397,6717,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2499923,56.06,0.41
906,2021-03-26,EMR,23413,9900,13513,16978,6435,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2523336,56.58,0.53
907,2021-03-31,EMR,25131,10949,14182,19675,5456,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2548467,57.15,0.56
908,2021-01-14,EMR,8128,2593,5535,8128,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2556595,57.33,0.18
909,2021-02-24,ABR,3305,1441,1864,3129,176,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,3305,0.25,0.25
910,2021-05-16,ABR,9580,4139,5441,5764,3816,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,12885,0.99,0.73
911,2021-01-21,ABR,157,47,110,157,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,13042,1.0,0.01
912,2021-02-07,ABR,777,307,470,201,576,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,13819,1.06,0.06
913,2021-05-20,ABR,12546,5784,6762,7330,5216,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,26365,2.02,0.96
914,2021-03-22,ABR,4281,1852,2429,2311,1970,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,30646,2.35,0.33
915,2021-05-11,ABR,10737,5097,5640,5909,4828,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,41383,3.17,0.82
916,2021-04-08,ABR,7346,3322,4024,5060,2286,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,48729,3.73,0.56
917,2021-01-12,ABR,1804,666,1138,1804,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,50533,3.87,0.14
918,2021-05-25,ABR,11215,5197,6018,8092,3123,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,61748,4.73,0.86
919,2021-04-29,ABR,12669,5850,6819,9574,3095,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,74417,5.7,0.97
920,2021-01-17,ABR,187,59,128,180,7,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,74604,5.72,0.01
921,2021-03-17,ABR,4539,1873,2666,2799,1740,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,79143,6.06,0.35
922,2021-05-15,ABR,11423,5174,6249,6127,5296,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,90566,6.94,0.88
923,2021-04-03,ABR,5085,2221,2864,3489,1596,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,95651,7.33,0.39
924,2021-02-12,ABR,1228,567,661,1039,189,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,96879,7.42,0.09
925,2021-04-10,ABR,8771,4057,4714,6263,2508,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,105650,8.1,0.67
926,2021-05-23,ABR,9875,4696,5179,7189,2686,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,115525,8.85,0.76
927,2021-01-07,ABR,1603,552,1051,1603,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,117128,8.98,0.12
928,2021-04-17,ABR,7346,3398,3948,4293,3053,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,124474,9.54,0.56
929,2021-02-19,ABR,3300,1551,1749,3200,100,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,127774,9.79,0.25
930,2021-02-05,ABR,1534,521,1013,788,746,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,129308,9.91,0.12
931,2021-05-18,ABR,12119,5664,6455,7736,4383,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,141427,10.84,0.93
932,2021-02-22,ABR,2642,1173,1469,2612,30,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,144069,11.04,0.2
933,2021-01-19,ABR,111,55,56,91,20,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,144180,11.05,0.01
934,2021-05-01,ABR,10745,5052,5693,5770,4975,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,154925,11.87,0.82
935,2021-02-03,ABR,2061,717,1344,419,1642,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,156986,12.03,0.16
936,2021-02-28,ABR,1704,510,1194,1702,2,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,158690,12.16,0.13
937,2021-04-12,ABR,6223,2949,3274,5049,1174,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,164913,12.64,0.48
938,2021-01-05,ABR,1614,604,1010,1614,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,166527,12.76,0.12
939,2021-01-03,ABR,471,185,286,471,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,166998,12.8,0.04
940,2021-04-15,ABR,7784,3649,4135,5944,1840,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,174782,13.39,0.6
941,2021-03-29,ABR,5624,2524,3100,2985,2639,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,180406,13.82,0.43
942,2021-03-20,ABR,4788,2198,2590,2619,2169,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,185194,14.19,0.37
943,2021-01-29,ABR,1386,449,937,74,1312,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,186580,14.3,0.11
944,2021-03-19,ABR,5794,2584,3210,2774,3020,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,192374,14.74,0.44
945,2021-05-08,ABR,10303,4876,5427,6467,3836,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,202677,15.53,0.79
946,2021-01-14,ABR,530,189,341,530,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,203207,15.57,0.04
947,2021-03-05,ABR,5347,1957,3390,4650,697,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,208554,15.98,0.41
948,2021-04-24,ABR,8710,3970,4740,7179,1531,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,217264,16.65,0.67
949,2021-02-10,ABR,947,312,635,503,444,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,218211,16.72,0.07
950,2021-01-02,ABR,548,218,330,548,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,218759,16.76,0.04
951,2021-04-26,ABR,8564,4067,4497,7349,1215,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,227323,17.42,0.66
952,2021-04-19,ABR,6225,2856,3369,3854,2371,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,233548,17.9,0.48
953,2021-02-21,ABR,1218,550,668,1217,1,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,234766,17.99,0.09
954,2021-01-22,ABR,118,57,61,118,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,234884,18.0,0.01
955,2021-03-27,ABR,6121,2620,3501,3636,2485,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,241005,18.47,0.47
956,2021-03-12,ABR,6014,1985,4029,4432,1582,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,247019,18.93,0.46
957,2021-02-25,ABR,3042,1330,1712,2514,528,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,250061,19.16,0.23
958,2021-03-15,ABR,3628,1393,2235,1820,1808,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,253689,19.44,0.28
959,2021-01-10,ABR,1139,409,730,1139,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,254828,19.53,0.09
960,2021-01-15,ABR,379,149,230,379,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,255207,19.56,0.03
961,2021-04-27,ABR,9084,4370,4714,6616,2468,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,264291,20.25,0.7
962,2021-02-09,ABR,908,311,597,499,409,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,265199,20.32,0.07
963,2021-03-24,ABR,6387,2786,3601,4134,2253,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,271586,20.81,0.49
964,2021-03-03,ABR,4622,1880,2742,3716,906,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,276208,21.17,0.35
965,2021-04-22,ABR,6662,3193,3469,4981,1681,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,282870,21.68,0.51
966,2021-02-17,ABR,2071,948,1123,1789,282,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,284941,21.84,0.16
967,2021-04-05,ABR,2693,1147,1546,1813,880,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,287634,22.04,0.21
968,2021-01-31,ABR,1501,487,1014,286,1215,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,289135,22.16,0.12
969,2020-12-27,ABR,37,19,18,37,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,289172,22.16,0.0
970,2021-05-27,ABR,12930,5877,7053,8241,4689,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,302102,23.15,0.99
971,2021-04-07,ABR,7129,3282,3847,4404,2725,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,309231,23.7,0.55
972,2021-01-24,ABR,50,22,28,6,44,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,309281,23.7,0.0
973,2021-05-04,ABR,10709,5041,5668,7091,3618,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,319990,24.52,0.82
974,2021-03-08,ABR,5121,1666,3455,4149,972,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,325111,24.91,0.39
975,2021-03-01,ABR,3477,1384,2093,2725,752,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,328588,25.18,0.27
976,2021-02-02,ABR,1778,672,1106,222,1556,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,330366,25.32,0.14
977,2021-03-31,ABR,6648,2879,3769,4581,2067,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,337014,25.83,0.51
978,2021-05-13,ABR,11147,5041,6106,7186,3961,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,348161,26.68,0.85
979,2021-03-10,ABR,4947,1638,3309,3991,956,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,353108,27.06,0.38
980,2021-01-26,ABR,1542,567,975,30,1512,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,354650,27.18,0.12
981,2021-05-06,ABR,13010,6071,6939,7984,5026,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,367660,28.17,1.0
982,2021-01-04,ABR,1401,575,826,1401,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,369061,28.28,0.11
983,2021-04-16,ABR,7535,3488,4047,5618,1917,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,376596,28.86,0.58
984,2021-05-03,ABR,11110,5241,5869,7260,3850,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,387706,29.71,0.85
985,2021-03-13,ABR,4124,1420,2704,3082,1042,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,391830,30.03,0.32
986,2021-03-30,ABR,5056,2197,2859,3232,1824,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,396886,30.41,0.39
987,2021-01-30,ABR,1510,567,943,69,1441,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,398396,30.53,0.12
988,2021-03-21,ABR,2134,913,1221,843,1291,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,400530,30.69,0.16
989,2021-05-28,ABR,13970,6279,7691,7619,6351,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,414500,31.76,1.07
990,2021-01-13,ABR,1253,440,813,1253,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,415753,31.86,0.1
991,2021-03-04,ABR,5934,2358,3576,5013,921,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,421687,32.31,0.45
992,2021-02-11,ABR,815,261,554,772,43,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,422502,32.38,0.06
993,2021-05-24,ABR,12182,5786,6396,8877,3305,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,434684,33.31,0.93
994,2021-05-29,ABR,7228,3088,4140,3166,4062,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,441912,33.86,0.55
995,2021-03-26,ABR,5305,2263,3042,3231,2074,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,447217,34.27,0.41
996,2021-04-20,ABR,5589,2689,2900,4179,1410,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,452806,34.7,0.43
997,2021-04-25,ABR,9067,4621,4446,8257,810,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,461873,35.39,0.69
998,2021-01-08,ABR,1525,507,1018,1525,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,463398,35.51,0.12
999,2021-04-09,ABR,8791,4139,4652,6252,2539,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,472189,36.18,0.67
1000,2021-04-04,ABR,1630,767,863,1501,129,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,473819,36.31,0.12
1001,2021-04-02,ABR,6684,3093,3591,5197,1487,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,480503,36.82,0.51
1002,2021-02-04,ABR,1679,615,1064,609,1070,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,482182,36.95,0.13
1003,2021-02-27,ABR,2811,1338,1473,2546,265,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,484993,37.17,0.22
1004,2021-03-06,ABR,4176,1357,2819,3606,570,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,489169,37.49,0.32
1005,2021-01-16,ABR,928,428,500,928,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,490097,37.56,0.07
1006,2021-01-09,ABR,1483,565,918,1483,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,491580,37.67,0.11
1007,2021-03-25,ABR,5686,2561,3125,3070,2616,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,497266,38.11,0.44
1008,2021-05-21,ABR,13009,6332,6677,8029,4980,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,510275,39.1,1.0
1009,2021-03-18,ABR,3896,1651,2245,2065,1831,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,514171,39.4,0.3
1010,2021-05-07,ABR,12197,5702,6495,7766,4431,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,526368,40.34,0.93
1011,2021-02-26,ABR,3914,1670,2244,2946,968,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,530282,40.64,0.3
1012,2021-03-28,ABR,2415,1017,1398,2044,371,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,532697,40.82,0.19
1013,2021-01-23,ABR,263,114,149,57,206,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,532960,40.84,0.02
1014,2021-04-14,ABR,6502,2896,3606,4423,2079,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,539462,41.34,0.5
1015,2021-03-11,ABR,5446,2193,3253,4307,1139,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,544908,41.76,0.42
1016,2021-01-06,ABR,1830,664,1166,1830,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,546738,41.9,0.14
1017,2021-02-23,ABR,2782,1275,1507,2771,11,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,549520,42.11,0.21
1018,2021-02-08,ABR,1197,396,801,487,710,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,550717,42.2,0.09
1019,2021-04-13,ABR,5880,2753,3127,4680,1200,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,556597,42.65,0.45
1020,2021-05-19,ABR,10693,5109,5584,7654,3039,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,567290,43.47,0.82
1021,2021-03-07,ABR,2516,628,1888,2516,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,569806,43.66,0.19
1022,2021-01-27,ABR,1364,515,849,39,1325,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,571170,43.77,0.1
1023,2021-05-14,ABR,10601,5076,5525,5443,5158,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,581771,44.58,0.81
1024,2021-04-01,ABR,5521,2442,3079,3434,2087,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,587292,45.0,0.42
1025,2021-01-28,ABR,1433,495,938,12,1421,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,588725,45.11,0.11
1026,2021-05-09,ABR,9154,4090,5064,4282,4872,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,597879,45.82,0.7
1027,2021-03-02,ABR,3963,1676,2287,3279,684,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,601842,46.12,0.3
1028,2021-01-11,ABR,1551,557,994,1551,0,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,603393,46.24,0.12
1029,2021-02-16,ABR,1918,842,1076,1906,12,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,605311,46.39,0.15
1030,2021-04-21,ABR,6384,3100,3284,4710,1674,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,611695,46.87,0.49
1031,2021-04-06,ABR,7682,3581,4101,5363,2319,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,619377,47.46,0.59
1032,2021-02-15,ABR,1794,831,963,1752,42,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,621171,47.6,0.14
1033,2021-01-18,ABR,122,48,74,46,76,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,621293,47.61,0.01
1034,2021-05-12,ABR,9616,4586,5030,6046,3570,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,630909,48.35,0.74
1035,2021-03-16,ABR,3484,1452,2032,1830,1654,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,634393,48.61,0.27
1036,2021-05-05,ABR,11570,5540,6030,6441,5129,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,645963,49.5,0.89
1037,2021-03-09,ABR,5168,1795,3373,4229,939,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,651131,49.9,0.4
1038,2021-04-28,ABR,9509,4585,4924,7485,2024,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,660640,50.62,0.73
1039,2021-02-01,ABR,1632,573,1059,271,1361,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,662272,50.75,0.13
1040,2021-03-23,ABR,4782,2143,2639,2216,2566,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,667054,51.12,0.37
1041,2021-02-06,ABR,1610,742,868,602,1008,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,668664,51.24,0.12
1042,2021-03-14,ABR,1883,731,1152,1216,667,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,670547,51.38,0.14
1043,2021-05-17,ABR,11025,5039,5986,6166,4859,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,681572,52.23,0.84
1044,2021-01-20,ABR,447,156,291,445,2,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,682019,52.26,0.03
1045,2021-05-02,ABR,10422,5087,5335,5212,5210,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,692441,53.06,0.8
1046,2021-04-30,ABR,12391,5803,6588,6702,5689,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,704832,54.01,0.95
1047,2021-04-23,ABR,7372,3385,3987,5070,2302,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,712204,54.58,0.56
1048,2021-05-10,ABR,10107,4784,5323,5456,4651,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,722311,55.35,0.77
1049,2021-02-13,ABR,848,383,465,436,412,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,723159,55.42,0.06
1050,2021-02-18,ABR,2288,933,1355,2158,130,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,725447,55.59,0.18
1051,2021-05-22,ABR,13060,6349,6711,8168,4892,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,738507,56.59,1.0
1052,2021-04-18,ABR,5812,2727,3085,4870,942,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,744319,57.04,0.45
1053,2021-02-20,ABR,4777,1842,2935,4701,76,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,749096,57.4,0.37
1054,2021-04-11,ABR,5330,2606,2724,4847,483,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,754426,57.81,0.41
1055,2021-05-26,ABR,13308,5906,7402,8381,4927,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,767734,58.83,1.02
1056,2021-01-25,ABR,1603,632,971,19,1584,ITF,ITF1,13,Abruzzo,Abruzzo,1304970,769337,58.95,0.12
1057,2021-04-30,CAL,14906,7316,7590,10599,4307,ITF,ITF6,18,Calabria,Calabria,1947131,14906,0.77,0.77
1058,2021-01-18,CAL,1262,568,694,1043,219,ITF,ITF6,18,Calabria,Calabria,1947131,16168,0.83,0.06
1059,2021-03-27,CAL,8599,3905,4694,4588,4011,ITF,ITF6,18,Calabria,Calabria,1947131,24767,1.27,0.44
1060,2021-04-13,CAL,6792,3282,3510,5483,1309,ITF,ITF6,18,Calabria,Calabria,1947131,31559,1.62,0.35
1061,2021-04-18,CAL,5838,2789,3049,4931,907,ITF,ITF6,18,Calabria,Calabria,1947131,37397,1.92,0.3
1062,2021-02-13,CAL,1394,603,791,1031,363,ITF,ITF6,18,Calabria,Calabria,1947131,38791,1.99,0.07
1063,2021-04-04,CAL,1763,887,876,1262,501,ITF,ITF6,18,Calabria,Calabria,1947131,40554,2.08,0.09
1064,2021-03-18,CAL,4368,2037,2331,2342,2026,ITF,ITF6,18,Calabria,Calabria,1947131,44922,2.31,0.22
1065,2021-01-27,CAL,1456,733,723,396,1060,ITF,ITF6,18,Calabria,Calabria,1947131,46378,2.38,0.07
1066,2021-02-25,CAL,2866,1545,1321,2280,586,ITF,ITF6,18,Calabria,Calabria,1947131,49244,2.53,0.15
1067,2021-05-04,CAL,16286,7482,8804,11658,4628,ITF,ITF6,18,Calabria,Calabria,1947131,65530,3.37,0.84
1068,2021-01-22,CAL,658,274,384,656,2,ITF,ITF6,18,Calabria,Calabria,1947131,66188,3.4,0.03
1069,2021-03-06,CAL,8343,4304,4039,7551,792,ITF,ITF6,18,Calabria,Calabria,1947131,74531,3.83,0.43
1070,2021-05-09,CAL,9671,4501,5170,6139,3532,ITF,ITF6,18,Calabria,Calabria,1947131,84202,4.32,0.5
1071,2021-01-06,CAL,928,501,427,928,0,ITF,ITF6,18,Calabria,Calabria,1947131,85130,4.37,0.05
1072,2021-01-13,CAL,2031,1023,1008,2031,0,ITF,ITF6,18,Calabria,Calabria,1947131,87161,4.48,0.1
1073,2021-04-16,CAL,10317,5027,5290,8665,1652,ITF,ITF6,18,Calabria,Calabria,1947131,97478,5.01,0.53
1074,2021-02-18,CAL,1822,825,997,1596,226,ITF,ITF6,18,Calabria,Calabria,1947131,99300,5.1,0.09
1075,2021-04-23,CAL,12854,6321,6533,9444,3410,ITF,ITF6,18,Calabria,Calabria,1947131,112154,5.76,0.66
1076,2021-01-15,CAL,2795,1258,1537,2795,0,ITF,ITF6,18,Calabria,Calabria,1947131,114949,5.9,0.14
1077,2021-03-20,CAL,6693,3068,3625,4196,2497,ITF,ITF6,18,Calabria,Calabria,1947131,121642,6.25,0.34
1078,2021-03-13,CAL,6829,2980,3849,5861,968,ITF,ITF6,18,Calabria,Calabria,1947131,128471,6.6,0.35
1079,2021-04-25,CAL,15835,8033,7802,14698,1137,ITF,ITF6,18,Calabria,Calabria,1947131,144306,7.41,0.81
1080,2021-04-11,CAL,4166,1895,2271,2223,1943,ITF,ITF6,18,Calabria,Calabria,1947131,148472,7.63,0.21
1081,2021-01-03,CAL,6,3,3,6,0,ITF,ITF6,18,Calabria,Calabria,1947131,148478,7.63,0.0
1082,2021-03-08,CAL,5385,2877,2508,4323,1062,ITF,ITF6,18,Calabria,Calabria,1947131,153863,7.9,0.28
1083,2021-01-20,CAL,1399,626,773,1398,1,ITF,ITF6,18,Calabria,Calabria,1947131,155262,7.97,0.07
1084,2021-03-25,CAL,7383,3461,3922,4549,2834,ITF,ITF6,18,Calabria,Calabria,1947131,162645,8.35,0.38
1085,2021-01-23,CAL,400,186,214,358,42,ITF,ITF6,18,Calabria,Calabria,1947131,163045,8.37,0.02
1086,2021-03-28,CAL,2567,1183,1384,1433,1134,ITF,ITF6,18,Calabria,Calabria,1947131,165612,8.51,0.13
1087,2021-01-30,CAL,2180,1149,1031,358,1822,ITF,ITF6,18,Calabria,Calabria,1947131,167792,8.62,0.11
1088,2021-02-17,CAL,1831,796,1035,1620,211,ITF,ITF6,18,Calabria,Calabria,1947131,169623,8.71,0.09
