,data,area,Vaccinazioni giornaliere,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area,Regione,popolazione,Totale vaccinazioni,Totale vaccinazioni ogni cento ab,Vaccinazioni giornaliere ogni cento ab
684,2021-02-13,MAR,1063,453,610,1011,52,ITI,ITI3,11,Marche,Marche,1525271,404641,26.53,0.07
685,2021-04-18,MAR,8820,4131,4689,7899,921,ITI,ITI3,11,Marche,Marche,1525271,413461,27.11,0.58
686,2021-01-27,MAR,2118,780,1338,122,1996,ITI,ITI3,11,Marche,Marche,1525271,415579,27.25,0.14
687,2021-01-10,MAR,1737,699,1038,1737,0,ITI,ITI3,11,Marche,Marche,1525271,417316,27.36,0.11
688,2021-04-30,MAR,13939,6100,7839,5398,8541,ITI,ITI3,11,Marche,Marche,1525271,431255,28.27,0.91
689,2021-03-11,MAR,6596,2784,3812,5226,1370,ITI,ITI3,11,Marche,Marche,1525271,437851,28.71,0.43
690,2021-05-14,MAR,13492,6217,7275,6720,6772,ITI,ITI3,11,Marche,Marche,1525271,451343,29.59,0.88
691,2021-05-09,MAR,8770,3986,4784,3639,5131,ITI,ITI3,11,Marche,Marche,1525271,460113,30.17,0.57
692,2021-03-06,MAR,5700,2623,3077,4433,1267,ITI,ITI3,11,Marche,Marche,1525271,465813,30.54,0.37
693,2021-05-18,MAR,11061,5257,5804,7657,3404,ITI,ITI3,11,Marche,Marche,1525271,476874,31.26,0.73
694,2021-04-23,MAR,11159,5140,6019,8104,3055,ITI,ITI3,11,Marche,Marche,1525271,488033,32.0,0.73
695,2021-01-13,MAR,2105,746,1359,2105,0,ITI,ITI3,11,Marche,Marche,1525271,490138,32.13,0.14
696,2021-01-15,MAR,1771,500,1271,1771,0,ITI,ITI3,11,Marche,Marche,1525271,491909,32.25,0.12
697,2021-04-25,MAR,8600,3994,4606,7025,1575,ITI,ITI3,11,Marche,Marche,1525271,500509,32.81,0.56
698,2021-05-02,MAR,8898,3936,4962,3160,5738,ITI,ITI3,11,Marche,Marche,1525271,509407,33.4,0.58
699,2021-03-20,MAR,4135,1740,2395,1049,3086,ITI,ITI3,11,Marche,Marche,1525271,513542,33.67,0.27
700,2021-01-22,MAR,487,167,320,194,293,ITI,ITI3,11,Marche,Marche,1525271,514029,33.7,0.03
701,2021-05-21,MAR,12951,6113,6838,6695,6256,ITI,ITI3,11,Marche,Marche,1525271,526980,34.55,0.85
702,2021-04-01,MAR,7578,3183,4395,4162,3416,ITI,ITI3,11,Marche,Marche,1525271,534558,35.05,0.5
703,2021-02-17,MAR,1785,662,1123,1668,117,ITI,ITI3,11,Marche,Marche,1525271,536343,35.16,0.12
704,2021-04-22,MAR,10795,4931,5864,9217,1578,ITI,ITI3,11,Marche,Marche,1525271,547138,35.87,0.71
705,2021-03-03,MAR,6643,3046,3597,5761,882,ITI,ITI3,11,Marche,Marche,1525271,553781,36.31,0.44
706,2021-01-05,MAR,1562,586,976,1562,0,ITI,ITI3,11,Marche,Marche,1525271,555343,36.41,0.1
707,2021-04-17,MAR,11699,5315,6384,10626,1073,ITI,ITI3,11,Marche,Marche,1525271,567042,37.18,0.77
708,2021-05-07,MAR,12837,5805,7032,3660,9177,ITI,ITI3,11,Marche,Marche,1525271,579879,38.02,0.84
709,2021-01-25,MAR,1595,558,1037,97,1498,ITI,ITI3,11,Marche,Marche,1525271,581474,38.12,0.1
710,2021-04-20,MAR,10699,4996,5703,9282,1417,ITI,ITI3,11,Marche,Marche,1525271,592173,38.82,0.7
711,2021-01-08,MAR,1576,588,988,1576,0,ITI,ITI3,11,Marche,Marche,1525271,593749,38.93,0.1
712,2021-04-03,MAR,7573,3204,4369,6903,670,ITI,ITI3,11,Marche,Marche,1525271,601322,39.42,0.5
713,2021-03-01,MAR,3724,1487,2237,3476,248,ITI,ITI3,11,Marche,Marche,1525271,605046,39.67,0.24
714,2021-05-06,MAR,12655,5820,6835,5582,7073,ITI,ITI3,11,Marche,Marche,1525271,617701,40.5,0.83
715,2021-05-28,MAR,13960,6735,7225,9100,4860,ITI,ITI3,11,Marche,Marche,1525271,631661,41.41,0.92
716,2021-04-08,MAR,7522,3285,4237,7195,327,ITI,ITI3,11,Marche,Marche,1525271,639183,41.91,0.49
717,2021-04-15,MAR,10377,4674,5703,9812,565,ITI,ITI3,11,Marche,Marche,1525271,649560,42.59,0.68
718,2021-02-24,MAR,3486,1515,1971,3408,78,ITI,ITI3,11,Marche,Marche,1525271,653046,42.82,0.23
719,2021-03-27,MAR,7377,3072,4305,5019,2358,ITI,ITI3,11,Marche,Marche,1525271,660423,43.3,0.48
720,2021-05-16,MAR,10897,4957,5940,6670,4227,ITI,ITI3,11,Marche,Marche,1525271,671320,44.01,0.71
721,2021-04-10,MAR,10917,4620,6297,10603,314,ITI,ITI3,11,Marche,Marche,1525271,682237,44.73,0.72
722,2021-02-05,MAR,2155,653,1502,440,1715,ITI,ITI3,11,Marche,Marche,1525271,684392,44.87,0.14
723,2021-03-09,MAR,5427,2290,3137,4547,880,ITI,ITI3,11,Marche,Marche,1525271,689819,45.23,0.36
724,2021-04-13,MAR,9838,4259,5579,9605,233,ITI,ITI3,11,Marche,Marche,1525271,699657,45.87,0.65
725,2021-02-22,MAR,3413,1499,1914,3338,75,ITI,ITI3,11,Marche,Marche,1525271,703070,46.09,0.22
726,2021-01-03,MAR,896,348,548,896,0,ITI,ITI3,11,Marche,Marche,1525271,703966,46.15,0.06
727,2021-03-08,MAR,6266,2746,3520,5264,1002,ITI,ITI3,11,Marche,Marche,1525271,710232,46.56,0.41
728,2021-04-27,MAR,9400,4309,5091,5413,3987,ITI,ITI3,11,Marche,Marche,1525271,719632,47.18,0.62
729,2021-05-26,MAR,11803,5916,5887,8620,3183,ITI,ITI3,11,Marche,Marche,1525271,731435,47.95,0.77
730,2021-03-30,MAR,7418,3044,4374,4603,2815,ITI,ITI3,11,Marche,Marche,1525271,738853,48.44,0.49
731,2021-02-01,MAR,1362,479,883,98,1264,ITI,ITI3,11,Marche,Marche,1525271,740215,48.53,0.09
732,2021-03-23,MAR,5789,2529,3260,2262,3527,ITI,ITI3,11,Marche,Marche,1525271,746004,48.91,0.38
733,2021-05-19,MAR,11471,5272,6199,8562,2909,ITI,ITI3,11,Marche,Marche,1525271,757475,49.66,0.75
734,2021-02-15,MAR,967,412,555,954,13,ITI,ITI3,11,Marche,Marche,1525271,758442,49.73,0.06
735,2021-04-06,MAR,8879,3693,5186,8066,813,ITI,ITI3,11,Marche,Marche,1525271,767321,50.31,0.58
736,2021-02-08,MAR,833,258,575,371,462,ITI,ITI3,11,Marche,Marche,1525271,768154,50.36,0.05
737,2020-12-27,MAR,200,97,103,200,0,ITI,ITI3,11,Marche,Marche,1525271,768354,50.37,0.01
738,2021-02-27,MAR,3356,1435,1921,3147,209,ITI,ITI3,11,Marche,Marche,1525271,771710,50.59,0.22
739,2021-03-18,MAR,3389,1475,1914,162,3227,ITI,ITI3,11,Marche,Marche,1525271,775099,50.82,0.22
740,2021-05-23,MAR,9208,4282,4926,7537,1671,ITI,ITI3,11,Marche,Marche,1525271,784307,51.42,0.6
741,2021-02-10,MAR,1439,452,987,1080,359,ITI,ITI3,11,Marche,Marche,1525271,785746,51.52,0.09
742,2021-02-12,MAR,1582,618,964,1430,152,ITI,ITI3,11,Marche,Marche,1525271,787328,51.62,0.1
743,2021-04-11,MAR,7116,3115,4001,6830,286,ITI,ITI3,11,Marche,Marche,1525271,794444,52.09,0.47
744,2021-02-20,MAR,4121,1705,2416,4010,111,ITI,ITI3,11,Marche,Marche,1525271,798565,52.36,0.27
745,2021-03-25,MAR,6656,2772,3884,3247,3409,ITI,ITI3,11,Marche,Marche,1525271,805221,52.79,0.44
746,2021-01-20,MAR,398,100,298,384,14,ITI,ITI3,11,Marche,Marche,1525271,805619,52.82,0.03
747,2021-02-03,MAR,2124,741,1383,119,2005,ITI,ITI3,11,Marche,Marche,1525271,807743,52.96,0.14
748,2021-04-29,MAR,13246,6061,7185,7149,6097,ITI,ITI3,11,Marche,Marche,1525271,820989,53.83,0.87
749,2021-05-04,MAR,10844,4789,6055,4949,5895,ITI,ITI3,11,Marche,Marche,1525271,831833,54.54,0.71
750,2021-03-22,MAR,5655,2376,3279,2527,3128,ITI,ITI3,11,Marche,Marche,1525271,837488,54.91,0.37
751,2021-01-24,MAR,880,339,541,5,875,ITI,ITI3,11,Marche,Marche,1525271,838368,54.97,0.06
752,2021-03-04,MAR,6487,2869,3618,5094,1393,ITI,ITI3,11,Marche,Marche,1525271,844855,55.39,0.43
753,2021-03-13,MAR,5763,2653,3110,1806,3957,ITI,ITI3,11,Marche,Marche,1525271,850618,55.77,0.38
754,2021-01-29,MAR,1991,730,1261,167,1824,ITI,ITI3,11,Marche,Marche,1525271,852609,55.9,0.13
755,2021-05-11,MAR,10623,4832,5791,5678,4945,ITI,ITI3,11,Marche,Marche,1525271,863232,56.6,0.7
756,2021-03-15,MAR,4401,2026,2375,1311,3090,ITI,ITI3,11,Marche,Marche,1525271,867633,56.88,0.29
757,2021-05-25,MAR,11667,5756,5911,8719,2948,ITI,ITI3,11,Marche,Marche,1525271,879300,57.65,0.76
758,2021-01-17,MAR,1606,687,919,1550,56,ITI,ITI3,11,Marche,Marche,1525271,880906,57.75,0.11
759,2021-03-04,EMR,16433,5345,11088,13421,3012,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,16433,0.37,0.37
760,2021-05-24,EMR,27559,12529,15030,16387,11172,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,43992,0.99,0.62
761,2021-01-29,EMR,10414,3497,6917,290,10124,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,54406,1.22,0.23
762,2021-02-15,EMR,2903,850,2053,2778,125,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,57309,1.29,0.07
763,2021-03-30,EMR,23286,10292,12994,18249,5037,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,80595,1.81,0.52
764,2021-05-19,EMR,33215,14758,18457,18206,15009,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,113810,2.55,0.74
765,2021-01-04,EMR,7310,2526,4784,7310,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,121120,2.72,0.16
766,2021-01-03,EMR,2762,943,1819,2762,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,123882,2.78,0.06
767,2021-05-16,EMR,25665,12086,13579,18568,7097,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,149547,3.35,0.58
768,2021-03-13,EMR,16075,6307,9768,10762,5313,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,165622,3.71,0.36
769,2021-05-02,EMR,25448,11591,13857,13461,11987,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,191070,4.28,0.57
770,2021-04-11,EMR,15259,6926,8333,12214,3045,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,206329,4.63,0.34
771,2021-02-11,EMR,4250,1416,2834,3410,840,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,210579,4.72,0.1
772,2021-03-08,EMR,12174,5062,7112,9501,2673,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,222753,5.0,0.27
773,2021-04-20,EMR,22592,10391,12201,14242,8350,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,245345,5.5,0.51
774,2021-01-08,EMR,10865,3580,7285,10865,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,256210,5.75,0.24
775,2021-02-18,EMR,7039,2892,4147,6456,583,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,263249,5.9,0.16
776,2021-05-07,EMR,34517,16603,17914,22715,11802,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,297766,6.68,0.77
777,2021-02-10,EMR,4019,1383,2636,2764,1255,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,301785,6.77,0.09
778,2021-04-08,EMR,30824,14130,16694,25524,5300,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,332609,7.46,0.69
779,2021-02-17,EMR,6538,2764,3774,5766,772,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,339147,7.61,0.15
780,2021-03-25,EMR,21388,9346,12042,14400,6988,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,360535,8.08,0.48
781,2021-05-21,EMR,37477,16731,20746,20803,16674,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,398012,8.93,0.84
782,2021-05-26,EMR,32671,14431,18240,10143,22528,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,430683,9.66,0.73
783,2021-02-13,EMR,3627,1085,2542,3029,598,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,434310,9.74,0.08
784,2021-05-09,EMR,24210,11591,12619,17249,6961,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,458520,10.28,0.54
785,2021-01-27,EMR,8362,2947,5415,463,7899,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,466882,10.47,0.19
786,2021-01-25,EMR,6456,2145,4311,207,6249,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,473338,10.61,0.14
787,2021-05-12,EMR,38153,17943,20210,28550,9603,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,511491,11.47,0.86
788,2021-03-16,EMR,12240,5026,7214,4932,7308,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,523731,11.74,0.27
789,2021-03-09,EMR,14702,5983,8719,10746,3956,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,538433,12.07,0.33
790,2021-05-23,EMR,25309,11777,13532,13772,11537,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,563742,12.64,0.57
791,2021-01-30,EMR,10077,3519,6558,141,9936,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,573819,12.87,0.23
792,2021-04-04,EMR,9885,4718,5167,7616,2269,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,583704,13.09,0.22
793,2021-03-20,EMR,16086,6831,9255,9122,6964,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,599790,13.45,0.36
794,2020-12-27,EMR,970,372,598,970,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,600760,13.47,0.02
795,2021-04-06,EMR,24617,11110,13507,19880,4737,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,625377,14.02,0.55
796,2021-01-06,EMR,8285,2954,5331,8285,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,633662,14.21,0.19
797,2021-04-30,EMR,36513,16736,19777,21728,14785,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,670175,15.03,0.82
798,2021-03-11,EMR,17250,7135,10115,11400,5850,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,687425,15.41,0.39
799,2021-04-16,EMR,28855,13565,15290,20021,8834,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,716280,16.06,0.65
800,2021-02-25,EMR,9228,3497,5731,8274,954,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,725508,16.27,0.21
801,2021-04-15,EMR,29016,13807,15209,19346,9670,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,754524,16.92,0.65
802,2021-01-20,EMR,1325,270,1055,1324,1,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,755849,16.95,0.03
803,2021-03-10,EMR,18727,7683,11044,13084,5643,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,774576,17.37,0.42
804,2021-02-01,EMR,10320,3610,6710,362,9958,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,784896,17.6,0.23
805,2021-03-23,EMR,18698,8069,10629,12011,6687,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,803594,18.02,0.42
806,2021-01-18,EMR,3127,879,2248,2449,678,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,806721,18.09,0.07
807,2021-05-05,EMR,29364,13654,15710,18127,11237,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,836085,18.75,0.66
808,2021-01-13,EMR,9074,2940,6134,9074,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,845159,18.95,0.2
809,2021-04-23,EMR,29547,13807,15740,14670,14877,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,874706,19.61,0.66
810,2021-01-11,EMR,9349,3273,6076,9349,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,884055,19.82,0.21
811,2021-04-18,EMR,17494,8392,9102,12568,4926,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,901549,20.22,0.39
812,2021-01-10,EMR,7168,2683,4485,7168,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,908717,20.38,0.16
813,2021-03-06,EMR,20625,5882,14743,17895,2730,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,929342,20.84,0.46
814,2021-03-27,EMR,21600,9045,12555,14695,6905,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,950942,21.32,0.48
815,2021-01-22,EMR,1829,477,1352,1088,741,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,952771,21.37,0.04
816,2021-04-13,EMR,23641,11086,12555,19343,4298,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,976412,21.9,0.53
817,2021-02-08,EMR,5227,1532,3695,2315,2912,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,981639,22.01,0.12
818,2021-02-22,EMR,7481,3091,4390,7209,272,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,989120,22.18,0.17
819,2021-03-28,EMR,13456,6001,7455,9592,3864,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1002576,22.48,0.3
820,2021-02-06,EMR,7600,2406,5194,2131,5469,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1010176,22.65,0.17
821,2021-01-23,EMR,2447,870,1577,443,2004,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1012623,22.71,0.05
822,2021-02-20,EMR,5317,2094,3223,5054,263,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1017940,22.83,0.12
823,2021-03-01,EMR,10092,3578,6514,7836,2256,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1028032,23.05,0.23
824,2021-05-04,EMR,28557,13379,15178,14904,13653,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1056589,23.69,0.64
825,2021-04-27,EMR,29858,13806,16052,17398,12460,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1086447,24.36,0.67
826,2021-01-15,EMR,7746,2403,5343,7746,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1094193,24.54,0.17
827,2021-02-27,EMR,10967,3999,6968,9229,1738,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1105160,24.78,0.25
828,2021-04-25,EMR,22324,10222,12102,14816,7508,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1127484,25.28,0.5
829,2021-05-28,EMR,40016,18399,21617,17523,22493,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1167500,26.18,0.9
830,2021-01-12,EMR,9475,3124,6351,9475,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1176975,26.39,0.21
831,2021-04-24,EMR,28572,13212,15360,14360,14212,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1205547,27.03,0.64
832,2021-05-11,EMR,35183,16499,18684,27929,7254,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1240730,27.82,0.79
833,2021-03-21,EMR,11919,5273,6646,7315,4604,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1252649,28.09,0.27
834,2021-04-07,EMR,25801,11733,14068,19790,6011,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1278450,28.67,0.58
835,2021-02-23,EMR,8215,3219,4996,7829,386,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1286665,28.85,0.18
836,2021-01-21,EMR,2164,729,1435,819,1345,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1288829,28.9,0.05
837,2021-05-20,EMR,39568,17996,21572,18552,21016,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1328397,29.79,0.89
838,2021-03-17,EMR,13714,5690,8024,5869,7845,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1342111,30.1,0.31
839,2021-05-15,EMR,32975,14866,18109,22631,10344,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1375086,30.84,0.74
840,2021-02-02,EMR,9484,3053,6431,527,8957,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1384570,31.05,0.21
841,2021-01-26,EMR,8334,3000,5334,215,8119,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1392904,31.23,0.19
842,2021-03-24,EMR,21062,9296,11766,13692,7370,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1413966,31.71,0.47
843,2021-05-06,EMR,35453,16383,19070,22414,13039,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1449419,32.5,0.8
844,2021-04-02,EMR,23304,10493,12811,18842,4462,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1472723,33.02,0.52
845,2021-05-29,EMR,12879,5555,7324,5142,7737,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1485602,33.31,0.29
846,2021-01-07,EMR,10272,3406,6866,10272,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1495874,33.54,0.23
847,2021-02-19,EMR,7327,3010,4317,6813,514,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1503201,33.71,0.16
848,2020-12-31,EMR,2213,779,1434,2213,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1505414,33.76,0.05
849,2021-04-03,EMR,19936,8766,11170,16196,3740,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1525350,34.2,0.45
850,2021-04-28,EMR,32650,15077,17573,19765,12885,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1558000,34.94,0.73
851,2021-03-18,EMR,13673,5806,7867,5673,8000,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1571673,35.24,0.31
852,2021-05-14,EMR,36724,16906,19818,27168,9556,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1608397,36.07,0.82
853,2021-02-03,EMR,9355,2995,6360,984,8371,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1617752,36.28,0.21
854,2021-04-01,EMR,23875,10729,13146,19339,4536,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1641627,36.81,0.54
855,2021-04-05,EMR,14859,6809,8050,11968,2891,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1656486,37.15,0.33
856,2021-01-31,EMR,7696,2762,4934,241,7455,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1664182,37.32,0.17
857,2021-04-22,EMR,29026,13433,15593,14952,14074,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1693208,37.97,0.65
858,2021-03-02,EMR,11858,3906,7952,9829,2029,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1705066,38.23,0.27
859,2021-03-19,EMR,15843,6915,8928,7876,7967,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1720909,38.59,0.36
860,2021-02-14,EMR,1401,378,1023,1281,120,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1722310,38.62,0.03
861,2021-03-22,EMR,17462,7651,9811,10598,6864,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1739772,39.01,0.39
862,2021-05-25,EMR,24640,10996,13644,11507,13133,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1764412,39.57,0.55
863,2021-05-10,EMR,33536,15964,17572,26308,7228,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1797948,40.32,0.75
864,2021-02-26,EMR,7866,2996,4870,6821,1045,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1805814,40.49,0.18
865,2021-02-12,EMR,5321,1679,3642,3918,1403,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1811135,40.61,0.12
866,2021-04-10,EMR,20906,9291,11615,16763,4143,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1832041,41.08,0.47
867,2021-04-17,EMR,27027,12931,14096,17731,9296,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1859068,41.69,0.61
868,2021-01-19,EMR,2045,505,1540,2028,17,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1861113,41.73,0.05
869,2021-02-24,EMR,9327,3558,5769,8443,884,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1870440,41.94,0.21
870,2021-01-05,EMR,9362,3170,6192,9362,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1879802,42.15,0.21
871,2021-04-29,EMR,44720,21012,23708,27178,17542,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1924522,43.16,1.0
872,2021-02-07,EMR,4793,1537,3256,1732,3061,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1929315,43.26,0.11
873,2021-03-29,EMR,21196,9441,11755,16545,4651,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1950511,43.74,0.48
874,2021-05-18,EMR,28180,12815,15365,17759,10421,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1978691,44.37,0.63
875,2021-05-17,EMR,30768,14597,16171,21350,9418,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2009459,45.06,0.69
876,2021-02-21,EMR,4450,1708,2742,4010,440,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2013909,45.16,0.1
877,2021-01-02,EMR,2372,913,1459,2372,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2016281,45.21,0.05
878,2021-04-12,EMR,19217,8993,10224,14774,4443,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2035498,45.64,0.43
879,2021-01-09,EMR,9984,3450,6534,9984,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2045482,45.87,0.22
880,2021-03-07,EMR,6861,2640,4221,5344,1517,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2052343,46.02,0.15
881,2021-05-03,EMR,27847,13162,14685,16974,10873,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2080190,46.65,0.62
882,2021-01-16,EMR,5626,1718,3908,5626,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2085816,46.77,0.13
883,2021-03-14,EMR,8696,3744,4952,4899,3797,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2094512,46.97,0.2
